"filename","subject","date","time","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot"
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47082.txt","47082",2019-08-28,"11:18",66,48,9,9,18,90,11,11,112,60,20,49,129,237,64,33,334
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47092.txt","47092",2019-08-28,"11:18",80,60,8,12,20,37,4,5,46,109,18,23,150,711,98,178,987
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47226.txt","47226",2019-08-28,"11:18",79,60,8,11,19,86,7,20,113,47,7,23,77,488,94,117,699
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47227.txt","47227",2019-08-28,"11:18",79,60,9,10,19,65,6,4,75,25,29,11,65,590,82,135,807
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47250.txt","47250",2019-08-28,"11:18",82,60,12,10,22,61,14,6,81,45,21,21,87,516,53,107,676
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47646.txt","47646",2019-08-28,"11:18",77,60,10,7,17,85,5,5,95,62,26,2,90,877,89,136,1102
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47760.txt","47760",2019-08-28,"11:18",72,53,10,9,19,123,9,25,157,80,45,25,150,456,86,78,620
"./Ship3_Latin-square/2019-08-28_11h18m_Subject 47795.txt","47795",2019-08-28,"11:18",81,60,10,11,21,95,22,13,130,70,16,12,98,547,115,82,744
"./Ship3_Latin-square/2019-08-28_11h22m_Subject 47229.txt","47229",2019-08-28,"11:22",78,60,6,12,18,60,4,14,78,99,8,24,131,596,34,208,838
"./Ship3_Latin-square/2019-08-28_11h22m_Subject 47233.txt","47233",2019-08-28,"11:22",86,60,12,14,26,40,15,15,70,113,42,26,181,672,118,169,959
"./Ship3_Latin-square/2019-08-28_11h22m_Subject 47247.txt","47247",2019-08-28,"11:22",80,60,7,13,20,58,11,11,80,99,11,11,121,401,49,73,523
"./Ship3_Latin-square/2019-08-28_11h22m_Subject 47777.txt","47777",2019-08-28,"11:22",80,60,9,11,20,71,8,16,95,11,5,8,24,490,77,109,676
"./Ship3_Latin-square/2019-08-28_11h22m_Subject 47784.txt","47784",2019-08-28,"11:22",86,60,6,20,26,149,10,10,169,64,7,53,124,1011,87,383,1481
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 46880.txt","46880",2019-08-28,"12:36",84,60,10,14,24,64,6,10,80,36,5,17,58,344,48,84,476
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 46882.txt","46882",2019-08-28,"12:36",79,60,8,11,19,49,4,2,55,85,10,38,133,836,105,216,1157
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 46894.txt","46894",2019-08-28,"12:36",80,60,3,17,20,65,2,12,79,25,0,15,40,742,68,169,979
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47088.txt","47088",2019-08-28,"12:36",79,60,12,7,19,123,23,19,165,105,23,15,143,268,15,57,340
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47228.txt","47228",2019-08-28,"12:36",79,60,7,12,19,51,4,5,60,65,2,20,87,550,69,106,725
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47243.txt","47243",2019-08-28,"12:36",82,60,6,16,22,147,11,9,167,97,40,27,164,839,89,299,1227
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47249.txt","47249",2019-08-28,"12:36",76,54,14,8,22,81,19,11,111,87,38,17,142,189,15,41,245
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47639.txt","47639",2019-08-28,"12:36",82,60,9,13,22,35,9,8,52,32,7,37,76,783,114,178,1075
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47758.txt","47758",2019-08-28,"12:36",81,60,15,6,21,133,14,19,166,30,11,4,45,396,6,58,460
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47759.txt","47759",2019-08-28,"12:36",80,60,11,9,20,55,15,8,78,55,17,16,88,251,8,63,322
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47776.txt","47776",2019-08-28,"12:36",82,60,5,17,22,32,2,11,45,78,16,60,154,964,101,222,1287
"./Ship3_Latin-square/2019-08-28_12h36m_Subject 47799.txt","47799",2019-08-28,"12:36",76,56,10,10,20,142,12,25,179,191,94,39,324,245,3,67,315
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 46881.txt","46881",2019-08-28,"12:40",79,56,7,16,23,117,10,15,142,175,31,50,256,425,54,142,621
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 47087.txt","47087",2019-08-28,"12:40",66,49,6,11,17,133,5,41,179,115,6,15,136,350,47,79,476
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 47626.txt","47626",2019-08-28,"12:40",82,60,9,13,22,102,13,13,128,116,21,34,171,376,42,73,491
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 47634.txt","47634",2019-08-28,"12:40",83,60,12,11,23,95,21,20,136,37,16,18,71,468,80,109,657
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 47640.txt","47640",2019-08-28,"12:40",79,60,9,10,19,103,9,19,131,61,10,33,104,805,117,127,1049
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 47754.txt","47754",2019-08-28,"12:40",57,40,7,10,17,93,25,11,129,40,29,62,131,253,41,87,381
"./Ship3_Latin-square/2019-08-28_12h40m_Subject 47800.txt","47800",2019-08-28,"12:40",82,60,5,17,22,102,10,32,144,83,9,45,137,298,19,147,464
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 46876.txt","46876",2019-08-28,"13:47",80,58,10,12,22,92,27,19,138,40,10,63,113,293,35,106,434
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 46893.txt","46893",2019-08-28,"13:47",81,60,9,12,21,46,10,3,59,51,6,13,70,1057,159,263,1479
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47638.txt","47638",2019-08-28,"13:47",74,54,11,9,20,126,18,16,160,53,20,70,143,401,71,43,515
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47757.txt","47757",2019-08-28,"13:47",67,50,10,7,17,130,30,14,174,67,20,13,100,221,11,63,295
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47769.txt","47769",2019-08-28,"13:47",83,60,14,9,23,46,13,10,69,26,19,52,97,970,262,152,1384
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47771.txt","47771",2019-08-28,"13:47",79,60,12,7,19,40,2,4,46,16,18,0,34,568,56,110,734
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47775.txt","47775",2019-08-28,"13:47",85,60,12,13,25,94,8,12,114,48,19,11,78,321,39,126,486
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47781.txt","47781",2019-08-28,"13:47",78,60,7,11,18,57,8,9,74,95,20,14,129,913,90,179,1182
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47782.txt","47782",2019-08-28,"13:47",81,60,11,10,21,55,3,15,73,25,59,8,92,413,7,115,535
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47783.txt","47783",2019-08-28,"13:47",79,60,9,10,19,65,10,10,85,54,12,10,76,633,101,134,868
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47785.txt","47785",2019-08-28,"13:47",84,60,13,11,24,29,1,7,37,40,19,24,83,864,190,138,1192
"./Ship3_Latin-square/2019-08-28_13h47m_Subject 47788.txt","47788",2019-08-28,"13:47",77,60,9,8,17,140,14,27,181,93,18,13,124,222,2,44,268
"./Ship3_Latin-square/2019-08-28_13h50m_Subject 46888.txt","46888",2019-08-28,"13:50",83,60,12,11,23,46,3,11,60,129,28,64,221,753,85,214,1052
"./Ship3_Latin-square/2019-08-28_13h50m_Subject 46889.txt","46889",2019-08-28,"13:50",83,60,8,15,23,96,12,10,118,46,13,15,74,870,138,213,1221
"./Ship3_Latin-square/2019-08-28_13h50m_Subject 46892.txt","46892",2019-08-28,"13:50",88,60,16,12,28,79,20,17,116,40,26,37,103,429,17,142,588
"./Ship3_Latin-square/2019-08-28_13h50m_Subject 47097.txt","47097",2019-08-28,"13:50",74,60,8,6,14,58,2,5,65,85,17,8,110,753,70,95,918
"./Ship3_Latin-square/2019-08-28_13h50m_Subject 47099.txt","47099",2019-08-28,"13:50",78,56,15,7,22,233,12,55,300,106,30,10,146,555,21,60,636
"./Ship3_Latin-square/2019-08-28_15h01m_Subject 47080.txt","47080",2019-08-28,"15:01",79,60,7,12,19,43,4,14,61,48,7,7,62,629,75,109,813
"./Ship3_Latin-square/2019-08-28_15h01m_Subject 47089.txt","47089",2019-08-28,"15:01",62,47,12,3,15,83,25,5,113,54,25,4,83,243,27,11,281
"./Ship3_Latin-square/2019-08-28_15h01m_Subject 47791.txt","47791",2019-08-28,"15:01",82,60,11,11,22,61,22,10,93,66,18,28,112,591,84,119,794
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 46885.txt","46885",2019-08-29,"10:12",83,60,11,12,23,87,10,17,114,33,12,20,65,394,61,91,546
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 46899.txt","46899",2019-08-29,"10:12",67,51,13,3,16,121,20,42,183,40,28,4,72,534,97,40,671
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47091.txt","47091",2019-08-29,"10:12",68,54,7,7,14,122,13,10,145,76,18,19,113,260,40,45,345
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47231.txt","47231",2019-08-29,"10:12",69,51,13,5,18,103,30,10,143,37,26,11,74,225,41,38,304
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47238.txt","47238",2019-08-29,"10:12",78,60,14,4,18,40,7,8,55,84,19,2,105,462,59,29,550
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47242.txt","47242",2019-08-29,"10:12",84,60,10,14,24,40,8,7,55,83,15,37,135,491,50,183,724
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47244.txt","47244",2019-08-29,"10:12",82,60,7,15,22,78,7,10,95,107,23,31,161,675,62,210,947
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47752.txt","47752",2019-08-29,"10:12",82,60,11,11,22,113,23,7,143,48,33,43,124,659,76,225,960
"./Ship3_Latin-square/2019-08-29_10h12m_Subject 47767.txt","47767",2019-08-29,"10:12",80,60,10,10,20,58,5,9,72,29,21,5,55,335,52,106,493
"./Ship3_Latin-square/2019-08-29_10h15m_Subject 46884.txt","46884",2019-08-29,"10:15",81,60,8,13,21,76,21,10,107,84,16,27,127,395,40,77,512
"./Ship3_Latin-square/2019-08-29_10h15m_Subject 47083.txt","47083",2019-08-29,"10:15",79,58,8,13,21,99,11,17,127,65,13,18,96,488,51,155,694
"./Ship3_Latin-square/2019-08-29_10h15m_Subject 47246.txt","47246",2019-08-29,"10:15",81,60,7,14,21,83,11,16,110,81,16,20,117,650,89,140,879
"./Ship3_Latin-square/2019-08-29_11h23m_Subject 47229.txt","47229",2019-08-29,"11:23",76,60,7,9,16,31,4,1,36,90,13,9,112,883,97,122,1102
"./Ship3_Latin-square/2019-08-29_11h23m_Subject 47233.txt","47233",2019-08-29,"11:23",81,60,9,12,21,45,3,12,60,95,20,25,140,586,74,137,797
"./Ship3_Latin-square/2019-08-29_11h23m_Subject 47247.txt","47247",2019-08-29,"11:23",78,60,7,11,18,38,2,9,49,59,8,11,78,323,27,82,432
"./Ship3_Latin-square/2019-08-29_11h23m_Subject 47777.txt","47777",2019-08-29,"11:23",79,60,10,9,19,91,8,19,118,19,4,3,26,408,43,86,537
"./Ship3_Latin-square/2019-08-29_11h23m_Subject 47784.txt","47784",2019-08-29,"11:23",74,60,9,5,14,81,6,6,93,83,20,11,114,941,83,87,1111
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 46900.txt","46900",2019-08-29,"11:32",79,60,9,10,19,48,10,7,65,62,17,15,94,794,116,146,1056
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47076.txt","47076",2019-08-29,"11:32",85,60,13,12,25,62,5,13,80,40,22,23,85,444,51,137,632
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47079.txt","47079",2019-08-29,"11:32",78,60,10,8,18,75,6,4,85,58,8,16,82,407,43,68,518
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47082.txt","47082",2019-08-29,"11:32",78,60,9,9,18,47,3,8,58,34,5,18,57,426,39,67,532
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47092.txt","47092",2019-08-29,"11:32",73,60,7,6,13,44,3,4,51,124,16,15,155,597,59,71,727
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47226.txt","47226",2019-08-29,"11:32",80,60,9,11,20,93,15,13,121,79,6,22,107,281,16,116,413
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47227.txt","47227",2019-08-29,"11:32",79,60,9,10,19,50,5,11,66,39,10,35,84,446,26,99,571
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47250.txt","47250",2019-08-29,"11:32",80,60,10,10,20,48,6,10,64,22,8,25,55,857,152,129,1138
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47646.txt","47646",2019-08-29,"11:32",79,60,10,9,19,63,8,7,78,66,11,8,85,472,39,128,639
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47755.txt","47755",2019-08-29,"11:32",77,60,6,11,17,97,8,13,118,100,31,13,144,600,55,121,776
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47760.txt","47760",2019-08-29,"11:32",84,60,10,14,24,96,14,14,124,57,14,26,97,578,74,168,820
"./Ship3_Latin-square/2019-08-29_11h32m_Subject 47795.txt","47795",2019-08-29,"11:32",81,60,12,9,21,75,13,14,102,72,14,11,97,370,46,60,476
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 46880.txt","46880",2019-08-29,"12:42",83,60,8,15,23,63,3,7,73,60,21,36,117,577,70,144,791
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 46882.txt","46882",2019-08-29,"12:42",81,60,8,13,21,43,1,10,54,69,9,37,115,370,21,124,515
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 46894.txt","46894",2019-08-29,"12:42",83,60,13,10,23,82,9,22,113,22,10,8,40,366,11,74,451
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47088.txt","47088",2019-08-29,"12:42",81,60,8,13,21,73,3,3,79,113,20,26,159,959,182,257,1398
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47228.txt","47228",2019-08-29,"12:42",82,60,10,12,22,77,5,9,91,48,3,24,75,297,11,116,424
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47243.txt","47243",2019-08-29,"12:42",51,37,13,1,14,194,11,9,214,20,55,0,75,356,11,11,378
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47249.txt","47249",2019-08-29,"12:42",83,59,13,11,24,120,29,13,162,141,49,101,291,425,91,93,609
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47639.txt","47639",2019-08-29,"12:42",84,60,14,10,24,63,7,23,93,51,25,9,85,464,12,143,619
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47649.txt","47649",2019-08-29,"12:42",75,60,6,9,15,106,20,19,145,70,6,17,93,316,39,64,419
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47758.txt","47758",2019-08-29,"12:42",84,60,7,17,24,27,3,0,30,38,2,11,51,886,91,266,1243
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47759.txt","47759",2019-08-29,"12:42",80,60,3,17,20,73,0,21,94,63,15,25,103,619,23,172,814
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47776.txt","47776",2019-08-29,"12:42",78,60,10,8,18,71,9,14,94,67,19,10,96,563,7,126,696
"./Ship3_Latin-square/2019-08-29_12h42m_Subject 47799.txt","47799",2019-08-29,"12:42",83,60,7,16,23,97,3,12,112,152,23,93,268,548,64,119,731
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 46881.txt","46881",2019-08-29,"12:45",82,60,10,12,22,71,6,12,89,49,5,22,76,395,48,111,554
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 47087.txt","47087",2019-08-29,"12:45",82,60,9,13,22,83,13,34,130,48,22,16,86,338,39,74,451
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 47626.txt","47626",2019-08-29,"12:45",77,60,9,8,17,64,2,7,73,148,72,12,232,394,59,46,499
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 47634.txt","47634",2019-08-29,"12:45",76,54,12,10,22,111,26,20,157,44,19,21,84,245,30,70,345
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 47640.txt","47640",2019-08-29,"12:45",77,60,9,8,17,112,8,11,131,61,11,24,96,474,28,123,625
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 47754.txt","47754",2019-08-29,"12:45",58,42,11,5,16,88,14,9,111,52,15,10,77,211,3,26,240
"./Ship3_Latin-square/2019-08-29_12h45m_Subject 47800.txt","47800",2019-08-29,"12:45",81,60,7,14,21,98,9,21,128,101,14,38,153,601,95,157,853
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 46876.txt","46876",2019-08-29,"13:55",77,60,8,9,17,128,9,19,156,37,16,24,77,437,60,76,573
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 46893.txt","46893",2019-08-29,"13:55",86,60,11,15,26,78,4,29,111,65,17,46,128,672,15,246,933
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 46895.txt","46895",2019-08-29,"13:55",47,33,14,0,14,84,40,0,124,59,76,0,135,159,50,0,209
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47638.txt","47638",2019-08-29,"13:55",80,60,11,9,20,107,12,19,138,72,21,11,104,235,14,70,319
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47757.txt","47757",2019-08-29,"13:55",67,50,11,6,17,117,21,8,146,71,37,9,117,291,72,50,413
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47769.txt","47769",2019-08-29,"13:55",85,60,16,9,25,89,14,15,118,44,17,46,107,562,13,131,706
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47771.txt","47771",2019-08-29,"13:55",78,60,8,10,18,28,3,2,33,26,9,18,53,883,114,183,1180
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47775.txt","47775",2019-08-29,"13:55",79,60,7,12,19,33,1,3,37,37,9,1,47,954,129,174,1257
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47781.txt","47781",2019-08-29,"13:55",79,60,10,9,19,60,2,11,73,55,13,10,78,622,22,113,757
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47782.txt","47782",2019-08-29,"13:55",79,60,6,13,19,62,3,19,84,24,18,20,62,922,91,172,1185
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47783.txt","47783",2019-08-29,"13:55",78,60,9,9,18,58,5,7,70,22,0,8,30,501,40,97,638
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47785.txt","47785",2019-08-29,"13:55",82,60,10,12,22,50,8,13,71,23,7,13,43,498,33,136,667
"./Ship3_Latin-square/2019-08-29_13h55m_Subject 47788.txt","47788",2019-08-29,"13:55",80,60,6,14,20,65,6,9,80,107,11,44,162,649,64,146,859
"./Ship3_Latin-square/2019-08-29_13h58m_Subject 46888.txt","46888",2019-08-29,"13:58",80,60,4,16,20,32,2,8,42,65,7,53,125,1058,78,231,1367
"./Ship3_Latin-square/2019-08-29_13h58m_Subject 46889.txt","46889",2019-08-29,"13:58",80,60,9,11,20,39,5,7,51,23,7,15,45,966,145,185,1296
"./Ship3_Latin-square/2019-08-29_13h58m_Subject 46892.txt","46892",2019-08-29,"13:58",79,60,7,12,19,46,4,3,53,20,7,10,37,974,86,206,1266
"./Ship3_Latin-square/2019-08-29_13h58m_Subject 47097.txt","47097",2019-08-29,"13:58",81,60,11,10,21,137,3,30,170,86,16,39,141,482,31,136,649
"./Ship3_Latin-square/2019-08-29_13h58m_Subject 47099.txt","47099",2019-08-29,"13:58",82,60,8,14,22,70,10,6,86,110,44,84,238,1268,135,380,1783
"./Ship3_Latin-square/2019-08-29_15h19m_Subject 47080.txt","47080",2019-08-29,"15:19",86,60,13,13,26,110,13,40,163,27,8,5,40,299,4,104,407
"./Ship3_Latin-square/2019-08-29_15h19m_Subject 47089.txt","47089",2019-08-29,"15:19",60,43,10,7,17,88,13,18,119,60,35,15,110,243,47,42,332
"./Ship3_Latin-square/2019-08-29_15h19m_Subject 47762.txt","47762",2019-08-29,"15:19",76,55,9,12,21,87,10,20,117,22,0,17,39,314,53,78,445
"./Ship3_Latin-square/2019-08-29_15h19m_Subject 47791.txt","47791",2019-08-29,"15:19",84,60,11,13,24,45,3,7,55,48,9,15,72,608,113,142,863
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 46878.txt","46878",2019-08-30,"09:53",82,59,12,11,23,44,83,11,138,170,48,69,287,664,126,129,919
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 46885.txt","46885",2019-08-30,"09:53",85,60,9,16,25,78,16,13,107,34,24,14,72,340,53,115,508
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 46899.txt","46899",2019-08-30,"09:53",82,60,10,12,22,70,11,12,93,56,3,31,90,497,64,107,668
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47091.txt","47091",2019-08-30,"09:53",77,60,8,9,17,49,10,9,68,82,18,18,118,388,46,110,544
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47231.txt","47231",2019-08-30,"09:53",72,56,5,11,16,101,12,20,133,35,16,13,64,328,17,103,448
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47238.txt","47238",2019-08-30,"09:53",82,60,14,8,22,48,14,9,71,74,24,11,109,586,158,66,810
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47242.txt","47242",2019-08-30,"09:53",84,60,9,15,24,66,1,7,74,64,15,122,201,813,113,212,1138
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47244.txt","47244",2019-08-30,"09:53",83,60,8,15,23,72,7,11,90,112,32,30,174,676,73,171,920
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47633.txt","47633",2019-08-30,"09:53",81,60,9,12,21,81,7,5,93,107,16,47,170,470,66,93,629
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47752.txt","47752",2019-08-30,"09:53",82,60,11,11,22,64,15,8,87,24,34,6,64,707,133,180,1020
"./Ship3_Latin-square/2019-08-30_09h53m_Subject 47767.txt","47767",2019-08-30,"09:53",88,60,15,13,28,75,3,19,97,30,22,56,108,377,49,141,567
"./Ship3_Latin-square/2019-08-30_09h57m_Subject 46884.txt","46884",2019-08-30,"09:57",64,47,7,10,17,100,5,37,142,45,6,18,69,196,18,30,244
"./Ship3_Latin-square/2019-08-30_09h57m_Subject 47083.txt","47083",2019-08-30,"09:57",75,52,7,16,23,107,17,29,153,42,4,8,54,418,28,166,612
"./Ship3_Latin-square/2019-08-30_09h57m_Subject 47246.txt","47246",2019-08-30,"09:57",79,60,8,11,19,80,6,19,105,64,8,13,85,392,46,99,537
"./Ship3_Latin-square/2019-08-30_09h57m_Subject 47635.txt","47635",2019-08-30,"09:57",83,60,9,14,23,109,8,23,140,91,13,17,121,542,93,138,773
"./Ship3_Latin-square/2019-08-30_09h57m_Subject 47779.txt","47779",2019-08-30,"09:57",58,41,8,9,17,115,16,10,141,20,15,16,51,121,26,47,194
"./Ship3_Latin-square/2019-08-30_11h04m_Subject 47229.txt","47229",2019-08-30,"11:04",78,60,12,6,18,135,15,24,174,80,15,2,97,509,13,80,602
"./Ship3_Latin-square/2019-08-30_11h04m_Subject 47233.txt","47233",2019-08-30,"11:04",84,60,14,10,24,68,23,16,107,79,15,20,114,391,52,104,547
"./Ship3_Latin-square/2019-08-30_11h04m_Subject 47247.txt","47247",2019-08-30,"11:04",81,60,13,8,21,45,11,9,65,38,15,11,64,396,76,62,534
"./Ship3_Latin-square/2019-08-30_11h04m_Subject 47777.txt","47777",2019-08-30,"11:04",81,60,4,17,21,94,12,11,117,18,0,5,23,572,44,167,783
"./Ship3_Latin-square/2019-08-30_11h04m_Subject 47784.txt","47784",2019-08-30,"11:04",86,60,5,21,26,64,25,9,98,94,33,80,207,1129,85,433,1647
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 46900.txt","46900",2019-08-30,"11:10",77,60,10,7,17,41,5,4,50,83,23,7,113,522,45,102,669
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47076.txt","47076",2019-08-30,"11:10",81,60,10,11,21,38,15,4,57,30,3,23,56,825,118,197,1140
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47079.txt","47079",2019-08-30,"11:10",81,60,12,9,21,33,3,2,38,67,18,8,93,401,93,67,561
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47082.txt","47082",2019-08-30,"11:10",79,60,8,11,19,55,4,5,64,27,9,45,81,563,77,126,766
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47092.txt","47092",2019-08-30,"11:10",80,60,9,11,20,44,6,9,59,104,23,23,150,568,91,112,771
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47226.txt","47226",2019-08-30,"11:10",81,60,9,12,21,90,8,20,118,39,14,22,75,614,100,115,829
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47227.txt","47227",2019-08-30,"11:10",79,60,5,14,19,86,0,9,95,41,7,9,57,689,76,168,933
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47250.txt","47250",2019-08-30,"11:10",58,42,14,2,16,62,17,2,81,136,17,0,153,288,6,18,312
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47646.txt","47646",2019-08-30,"11:10",83,60,5,18,23,60,4,4,68,55,3,68,126,1164,73,334,1571
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47755.txt","47755",2019-08-30,"11:10",77,60,9,8,17,98,9,10,117,76,15,10,101,497,63,67,627
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47760.txt","47760",2019-08-30,"11:10",82,60,9,13,22,91,29,28,148,68,16,39,123,608,82,141,831
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47770.txt","47770",2019-08-30,"11:10",51,38,4,9,13,112,7,30,149,162,26,20,208,229,30,41,300
"./Ship3_Latin-square/2019-08-30_11h10m_Subject 47795.txt","47795",2019-08-30,"11:10",84,60,6,18,24,66,6,33,105,61,6,40,107,559,48,160,767
"./Ship3_Latin-square/2019-08-30_12h17m_Subject 46880.txt","46880",2019-08-30,"12:17",80,60,11,9,20,15,5,1,21,21,2,4,27,482,46,95,623
"./Ship3_Latin-square/2019-08-30_12h17m_Subject 46882.txt","46882",2019-08-30,"12:17",76,60,6,10,16,19,1,0,20,82,10,42,134,848,81,182,1111
"./Ship3_Latin-square/2019-08-30_12h17m_Subject 46883.txt","46883",2019-08-30,"12:17",78,56,12,10,22,143,13,24,180,78,61,118,257,381,99,75,555
"./Ship3_Latin-square/2019-08-30_12h17m_Subject 46894.txt","46894",2019-08-30,"12:17",74,60,6,8,14,51,22,5,78,38,2,28,68,575,36,71,682
"./Ship3_Latin-square/2019-08-30_12h17m_Subject 47088.txt","47088",2019-08-30,"12:17",80,60,8,12,20,45,3,10,58,48,7,13,68,689,74,137,900
"./Ship3_Latin-square/2019-08-30_12h17m_Subject 47228.txt","47228",2019-08-30,"12:17",78,60,8,10,18,29,1,9,39,58,9,9,76,697,103,85,885
