"filename","subject","date","time","delay","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot","avg_rxn_time_free","avg_choice_rxn_time_free","avg_timeout_dur_free","avg_collection_time_free","avg_events_before_collect_imm","avg_events_before_collect_del","events_before_collect_tot","percent_reward_collected"
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 46894.txt","46894",2019-08-27,"12:30",16,81,60,10,11,21,71,8,14,93,49,10,2,61,424,44,100,568,899.783333333333,275.066666666667,2186.4406779661,943.762711864407,20,21,41,100
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47088.txt","47088",2019-08-27,"12:30",0,84,60,9,15,24,70,9,7,86,78,22,43,143,735,110,163,1008,505.35,228.766666666667,2999.8813559322,996.474576271186,11,81,92,100
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47228.txt","47228",2019-08-27,"12:30",16,81,60,11,10,21,80,10,8,98,43,9,7,59,407,49,82,538,861.733333333333,207.566666666667,2213.52542372881,1324.91071428571,66,73,139,98.3606557377049
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47243.txt","47243",2019-08-27,"12:30",16,82,58,16,8,24,108,25,9,142,185,56,23,264,537,79,107,723,524.603448275862,577.275862068965,2420.62068965517,1103,126,56,182,98.3050847457627
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47249.txt","47249",2019-08-27,"12:30",0,79,60,6,13,19,93,6,11,110,93,26,26,145,495,50,138,683,550.65,182.883333333333,2999.98305084746,1171.81355932203,39,41,80,100
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47639.txt","47639",2019-08-27,"12:30",16,81,60,14,7,21,49,5,6,60,39,21,19,79,457,54,76,587,446.583333333333,223.55,2349.1186440678,1401.50877192982,97,64,161,96.7213114754098
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47758.txt","47758",2019-08-27,"12:30",0,83,60,10,13,23,64,8,7,79,34,5,23,62,1103,202,255,1560,218.6,160.4,2999.8813559322,929.186440677966,28,32,60,100
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47759.txt","47759",2019-08-27,"12:30",0,84,60,3,21,24,45,6,7,58,108,8,39,155,500,15,221,736,433.933333333333,317.366666666667,2999.93220338983,1421.72413793103,23,74,97,98.3606557377049
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47776.txt","47776",2019-08-27,"12:30",16,82,60,11,11,22,38,2,4,44,100,37,29,166,577,51,158,786,261.033333333333,232.466666666667,2186.40677966102,1193.79661016949,71,40,111,100
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 47799.txt","47799",2019-08-27,"12:30",0,82,60,6,16,22,107,10,51,168,101,10,45,156,553,60,137,750,617.783333333333,376.983333333333,2999.91525423729,1638.18644067797,18,65,83,100
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 46881.txt","46881",2019-08-27,"12:33",8,74,53,10,11,21,84,20,35,139,155,28,49,232,320,43,71,434,771.076923076923,579.230769230769,2569.15384615385,2058.02,45,101,146,98.1132075471698
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 47087.txt","47087",2019-08-27,"12:33",8,51,35,10,6,16,148,21,33,202,61,41,9,111,288,72,70,430,3991.51428571429,317.028571428571,2679.85714285714,1446.57142857143,31,37,68,100
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 47626.txt","47626",2019-08-27,"12:33",4,59,42,12,5,17,114,10,6,130,49,47,10,106,353,77,41,471,2550.33333333333,272.119047619048,2876.14285714286,1546.11904761905,77,36,113,100
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 47634.txt","47634",2019-08-27,"12:33",8,78,54,11,13,24,119,27,27,173,20,18,18,56,317,61,113,491,1140.05555555556,151.759259259259,2607.52830188679,1805.47169811321,81,49,130,100
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 47640.txt","47640",2019-08-27,"12:33",8,52,38,6,8,14,67,13,14,94,79,12,74,165,198,44,46,288,1602.24324324324,515.972972972973,2567.51351351351,2252.66666666667,13,54,67,97.3684210526316
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 47754.txt","47754",2019-08-27,"12:33",16,40,28,9,3,12,67,27,7,101,57,34,1,92,122,35,13,170,2682.32142857143,537.214285714286,2542.82142857143,4371.62962962963,43,43,86,100
"./Ship3_Latin-square/2019-08-27_12h33m_Subject 47800.txt","47800",2019-08-27,"12:33",2,81,60,9,12,21,78,6,13,97,109,28,37,174,485,61,91,637,624.483333333333,312.166666666667,2884.72881355932,1627.66101694915,77,74,151,100
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 46876.txt","46876",2019-08-27,"13:39",4,57,43,10,4,14,155,43,28,226,12,17,0,29,210,51,22,283,2511.72093023256,167.53488372093,2847.5,2707,74,67,141,93.0232558139535
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 46888.txt","46888",2019-08-27,"13:39",2,84,60,7,17,24,30,7,8,45,116,13,74,203,999,141,296,1436,145.25,352.8,2864.38983050847,925.118644067797,28,30,58,100
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 46892.txt","46892",2019-08-27,"13:39",0,80,60,2,18,20,51,0,9,60,24,3,6,33,939,34,253,1226,310.9,167.45,2999.93220338983,1061.49152542373,33,79,112,100
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 46893.txt","46893",2019-08-27,"13:39",16,80,60,9,11,20,47,1,5,53,68,7,28,103,776,74,191,1041,182.383333333333,211.4,2213.50847457627,974.71186440678,51,72,123,100
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 47097.txt","47097",2019-08-27,"13:39",8,77,60,7,10,17,32,3,10,45,108,11,13,132,588,74,109,771,213.95,312.866666666667,2566.08474576271,1402.30508474576,60,56,116,100
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 47099.txt","47099",2019-08-27,"13:39",0,87,60,7,20,27,28,6,19,53,83,58,55,196,1014,90,363,1467,167.15,232.9,2999.8813559322,885.152542372881,15,50,65,100
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 47638.txt","47638",2019-08-27,"13:39",16,77,56,10,11,21,90,9,17,116,49,20,19,88,215,32,34,281,1398.73214285714,259.053571428571,2199.875,1541.7962962963,69,43,112,96.4912280701754
"./Ship3_Latin-square/2019-08-27_13h39m_Subject 47757.txt","47757",2019-08-27,"13:39",0,73,56,5,12,17,134,7,31,172,106,10,31,147,401,40,110,551,1396.96428571429,407.321428571429,2999.83636363636,1703.70909090909,44,114,158,100
